Group;Question Label;Topic Label;Year;Akse;Ordforklaring;Antpers;Farveskala;Gennemsnit;Score (Indekseret score) (gennemsnit) (label);Score (Indekseret score) (gennemsnit);Score (Indekseret score);Score
Mænd, 18 - 24 år;Høj støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der er så høj, at du må råbe for at tale sammen med en, der står lige ved siden af dig?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for høj støj mindst 1/4 af arbejdstiden (svarkategori 3-6).";629;-75,93056616;;;;29,59142956;29,59142956
Mænd, 18 - 24 år;Forstyrrende støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der forstyrrer dig i dit arbejde (fx andre menneskers tale, ventilation, trafik)?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for forstyrrende støj mindst 1/4 af arbejdstiden (svarkategori 3-6).";629;30,90449778;;;;47,82429232;47,82429232
Mænd;Nødvendigt at beskytte sig mod støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der er så kraftig at du føler at du er nødt til at beskytte dine ører mod støjen?

-Næsten hele tiden
-Ca. 3/4 af tiden
-Ca. 1/2 af tiden
-Ca. 1/4 af tiden
-Sjældent
-Aldrig

I resultaterne præsenteres andel (%), der må beskytte sig mod støj mindst en fjerdel af arbejdstiden (3-6).";16777;-30,12201577;;;;21,94904743;21,94904743
Mænd;Kraftige vibrationer mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for kraftige vibrationer (fx fra traktor, truck el.lign.), der rammer hele kroppen?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for kraftige vibrationer mindst 1/4 af arbejdstiden (svarkategori 3-6).";16758;-36,72879175;;;;12,65893968;12,65893968
Mænd;Høj støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der er så høj, at du må råbe for at tale sammen med en, der står lige ved siden af dig?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for høj støj mindst 1/4 af arbejdstiden (svarkategori 3-6).";16787;-11,78289774;;;;18,9107769;18,9107769
Mænd;Forstyrrende støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der forstyrrer dig i dit arbejde (fx andre menneskers tale, ventilation, trafik)?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for forstyrrende støj mindst 1/4 af arbejdstiden (svarkategori 3-6).";16792;19,86470375;;;;50,25846653;50,25846653
Kvinder, 55 - 64 år;Nødvendigt at beskytte sig mod støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der er så kraftig at du føler at du er nødt til at beskytte dine ører mod støjen?

-Næsten hele tiden
-Ca. 3/4 af tiden
-Ca. 1/2 af tiden
-Ca. 1/4 af tiden
-Sjældent
-Aldrig

I resultaterne præsenteres andel (%), der må beskytte sig mod støj mindst en fjerdel af arbejdstiden (3-6).";5678;37,15831301;;;;9,162100379;9,162100379
Kvinder, 55 - 64 år;Kraftige vibrationer mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for kraftige vibrationer (fx fra traktor, truck el.lign.), der rammer hele kroppen?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for kraftige vibrationer mindst 1/4 af arbejdstiden (svarkategori 3-6).";5680;41,8626252;;;;1,72637843;1,72637843
Kvinder, 55 - 64 år;Høj støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der er så høj, at du må råbe for at tale sammen med en, der står lige ved siden af dig?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for høj støj mindst 1/4 af arbejdstiden (svarkategori 3-6).";5682;24,06943384;;;;12,94132688;12,94132688
Kvinder, 55 - 64 år;Forstyrrende støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der forstyrrer dig i dit arbejde (fx andre menneskers tale, ventilation, trafik)?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for forstyrrende støj mindst 1/4 af arbejdstiden (svarkategori 3-6).";5679;8,144273041;;;;52,84271494;52,84271494
Kvinder, 45 - 54 år;Nødvendigt at beskytte sig mod støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der er så kraftig at du føler at du er nødt til at beskytte dine ører mod støjen?

-Næsten hele tiden
-Ca. 3/4 af tiden
-Ca. 1/2 af tiden
-Ca. 1/4 af tiden
-Sjældent
-Aldrig

I resultaterne præsenteres andel (%), der må beskytte sig mod støj mindst en fjerdel af arbejdstiden (3-6).";6509;31,62977947;;;;10,21282452;10,21282452
Kvinder, 45 - 54 år;Kraftige vibrationer mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for kraftige vibrationer (fx fra traktor, truck el.lign.), der rammer hele kroppen?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for kraftige vibrationer mindst 1/4 af arbejdstiden (svarkategori 3-6).";6504;41,13514807;;;;1,827575082;1,827575082
Kvinder, 45 - 54 år;Høj støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der er så høj, at du må råbe for at tale sammen med en, der står lige ved siden af dig?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for høj støj mindst 1/4 af arbejdstiden (svarkategori 3-6).";6511;20,97015416;;;;13,45736013;13,45736013
Kvinder, 45 - 54 år;Forstyrrende støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der forstyrrer dig i dit arbejde (fx andre menneskers tale, ventilation, trafik)?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for forstyrrende støj mindst 1/4 af arbejdstiden (svarkategori 3-6).";6508;-11,42294026;;;;57,15710757;57,15710757
Kvinder, 35 - 44 år;Nødvendigt at beskytte sig mod støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der er så kraftig at du føler at du er nødt til at beskytte dine ører mod støjen?

-Næsten hele tiden
-Ca. 3/4 af tiden
-Ca. 1/2 af tiden
-Ca. 1/4 af tiden
-Sjældent
-Aldrig

I resultaterne præsenteres andel (%), der må beskytte sig mod støj mindst en fjerdel af arbejdstiden (3-6).";4367;25,92528332;;;;11,29699119;11,29699119
Kvinder, 35 - 44 år;Kraftige vibrationer mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for kraftige vibrationer (fx fra traktor, truck el.lign.), der rammer hele kroppen?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for kraftige vibrationer mindst 1/4 af arbejdstiden (svarkategori 3-6).";4363;34,46496268;;;;2,755439894;2,755439894
Kvinder, 35 - 44 år;Høj støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der er så høj, at du må råbe for at tale sammen med en, der står lige ved siden af dig?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for høj støj mindst 1/4 af arbejdstiden (svarkategori 3-6).";4369;17,60820459;;;;14,01712818;14,01712818
Kvinder, 35 - 44 år;Forstyrrende støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der forstyrrer dig i dit arbejde (fx andre menneskers tale, ventilation, trafik)?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for forstyrrende støj mindst 1/4 af arbejdstiden (svarkategori 3-6).";4367;-36,12889727;;;;62,60454646;62,60454646
Kvinder, 25 - 34 år;Nødvendigt at beskytte sig mod støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der er så kraftig at du føler at du er nødt til at beskytte dine ører mod støjen?

-Næsten hele tiden
-Ca. 3/4 af tiden
-Ca. 1/2 af tiden
-Ca. 1/4 af tiden
-Sjældent
-Aldrig

I resultaterne præsenteres andel (%), der må beskytte sig mod støj mindst en fjerdel af arbejdstiden (3-6).";2374;23,88265702;;;;11,68520206;11,68520206
Kvinder, 25 - 34 år;Kraftige vibrationer mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for kraftige vibrationer (fx fra traktor, truck el.lign.), der rammer hele kroppen?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for kraftige vibrationer mindst 1/4 af arbejdstiden (svarkategori 3-6).";2372;33,9393963;;;;2,82854949;2,82854949
Kvinder, 25 - 34 år;Høj støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der er så høj, at du må råbe for at tale sammen med en, der står lige ved siden af dig?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for høj støj mindst 1/4 af arbejdstiden (svarkategori 3-6).";2374;-1,335003253;;;;17,17119174;17,17119174
Kvinder, 25 - 34 år;Forstyrrende støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der forstyrrer dig i dit arbejde (fx andre menneskers tale, ventilation, trafik)?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for forstyrrende støj mindst 1/4 af arbejdstiden (svarkategori 3-6).";2372;-50,49116037;;;;65,77129489;65,77129489
Kvinder, 18 - 24 år;Nødvendigt at beskytte sig mod støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der er så kraftig at du føler at du er nødt til at beskytte dine ører mod støjen?

-Næsten hele tiden
-Ca. 3/4 af tiden
-Ca. 1/2 af tiden
-Ca. 1/4 af tiden
-Sjældent
-Aldrig

I resultaterne præsenteres andel (%), der må beskytte sig mod støj mindst en fjerdel af arbejdstiden (3-6).";677;34,66056636;;;;9,636809032;9,636809032
Kvinder, 18 - 24 år;Kraftige vibrationer mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for kraftige vibrationer (fx fra traktor, truck el.lign.), der rammer hele kroppen?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for kraftige vibrationer mindst 1/4 af arbejdstiden (svarkategori 3-6).";675;23,53714303;;;;4,275568456;4,275568456
Kvinder, 18 - 24 år;Høj støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der er så høj, at du må råbe for at tale sammen med en, der står lige ved siden af dig?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for høj støj mindst 1/4 af arbejdstiden (svarkategori 3-6).";677;-32,33494143;;;;22,33271328;22,33271328
Kvinder, 18 - 24 år;Forstyrrende støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der forstyrrer dig i dit arbejde (fx andre menneskers tale, ventilation, trafik)?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for forstyrrende støj mindst 1/4 af arbejdstiden (svarkategori 3-6).";674;1,73137703;;;;54,2567002;54,2567002
Kvinder;Nødvendigt at beskytte sig mod støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der er så kraftig at du føler at du er nødt til at beskytte dine ører mod støjen?

-Næsten hele tiden
-Ca. 3/4 af tiden
-Ca. 1/2 af tiden
-Ca. 1/4 af tiden
-Sjældent
-Aldrig

I resultaterne præsenteres andel (%), der må beskytte sig mod støj mindst en fjerdel af arbejdstiden (3-6).";19605;30,12201577;;;;10,4993822;10,4993822
Kvinder;Kraftige vibrationer mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for kraftige vibrationer (fx fra traktor, truck el.lign.), der rammer hele kroppen?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for kraftige vibrationer mindst 1/4 af arbejdstiden (svarkategori 3-6).";19594;36,72879175;;;;2,440527007;2,440527007
Kvinder;Høj støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der er så høj, at du må råbe for at tale sammen med en, der står lige ved siden af dig?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for høj støj mindst 1/4 af arbejdstiden (svarkategori 3-6).";19613;11,78289774;;;;14,98704776;14,98704776
Kvinder;Forstyrrende støj mindst 1/4 af tiden;Støj og vibrationer;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for støj, der forstyrrer dig i dit arbejde (fx andre menneskers tale, ventilation, trafik)?

-Aldrig
-Sjældent
-Ca. 1/4 af tiden
-Ca. 1/2 af tiden
-Ca. 3/4 af tiden
-Næsten hele tiden

I resultaterne præsenteres andel (%), der er udsat for forstyrrende støj mindst 1/4 af arbejdstiden (svarkategori 3-6).";19600;-19,86470375;;;;59,01843966;59,01843966
Mænd, 55 - 64 år;Udsat for organisk støv mindst 1/4 af tiden;Støv, dampe og gasser;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for organisk støv (fx tekstilstøv, træstøv, melstøv, dyre- eller halmstøv)?

-Næsten hele tiden
-Ca. 3/4 af tiden
-Ca. 1/2 af tiden
-Ca. 1/4 af tiden
-Sjældent
-Aldrig

I resultaterne præsenteres procent, der er udsat for organisk støv mindst 1/4 tiden.";5137;-3,072003053;;;;13,18941195;13,18941195
Mænd, 55 - 64 år;Udsat for mineral- eller metalstøv  mindst 1/4 af tiden;Støv, dampe og gasser;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for mineral- eller metalstøv (fx sten, kvarts, cement, asbest, mineraluld, slibestøv)?

-Næsten hele tiden
-Ca. 3/4 af tiden
-Ca. 1/2 af tiden
-Ca. 1/4 af tiden
-Sjældent
-Aldrig

I resultaterne præsenteres procent, der er udsat for mineral- eller metalstøv mindst 1/4 tiden.";5135;-15,44517017;;;;11,17301473;11,17301473
Mænd, 55 - 64 år;Udsat for gasser og dampe mindst 1/4 af tiden;Støv, dampe og gasser;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for gasser og dampe (fx svejserøg, udstødning, olie, ammoniak, saltsyre, klor, nitrøse oxider, formaldehyd)?

-Næsten hele tiden
-Ca. 3/4 af tiden
-Ca. 1/2 af tiden
-Ca. 1/4 af tiden
-Sjældent
-Aldrig

I resultaterne præsenteres procent, der er udsat for gasser og dampe mindst 1/4 tiden.";5134;-13,17033352;;;;10,21186811;10,21186811
Mænd, 45 - 54 år;Udsat for organisk støv mindst 1/4 af tiden;Støv, dampe og gasser;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for organisk støv (fx tekstilstøv, træstøv, melstøv, dyre- eller halmstøv)?

-Næsten hele tiden
-Ca. 3/4 af tiden
-Ca. 1/2 af tiden
-Ca. 1/4 af tiden
-Sjældent
-Aldrig

I resultaterne præsenteres procent, der er udsat for organisk støv mindst 1/4 tiden.";5435;-2,669890394;;;;13,12373923;13,12373923
Mænd, 45 - 54 år;Udsat for mineral- eller metalstøv  mindst 1/4 af tiden;Støv, dampe og gasser;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for mineral- eller metalstøv (fx sten, kvarts, cement, asbest, mineraluld, slibestøv)?

-Næsten hele tiden
-Ca. 3/4 af tiden
-Ca. 1/2 af tiden
-Ca. 1/4 af tiden
-Sjældent
-Aldrig

I resultaterne præsenteres procent, der er udsat for mineral- eller metalstøv mindst 1/4 tiden.";5435;-20,68229665;;;;12,23402268;12,23402268
Mænd, 45 - 54 år;Udsat for gasser og dampe mindst 1/4 af tiden;Støv, dampe og gasser;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for gasser og dampe (fx svejserøg, udstødning, olie, ammoniak, saltsyre, klor, nitrøse oxider, formaldehyd)?

-Næsten hele tiden
-Ca. 3/4 af tiden
-Ca. 1/2 af tiden
-Ca. 1/4 af tiden
-Sjældent
-Aldrig

I resultaterne præsenteres procent, der er udsat for gasser og dampe mindst 1/4 tiden.";5435;-15,530827;;;;10,61802785;10,61802785
Mænd, 35 - 44 år;Udsat for organisk støv mindst 1/4 af tiden;Støv, dampe og gasser;2018;Andel (%);"Spørgsmål: Hvor stor en del af din arbejdstid er du udsat for organisk støv (fx tekstilstøv, træstøv, melstøv, dyre- eller halmstøv)?

-Næsten hele tiden
-Ca. 3/4 af tiden
-Ca. 1/2 af tiden
-Ca. 1/4 af tiden
-Sjældent
-Aldrig

I resultaterne præsenteres procent, der er udsat for organisk støv mindst 1/4 tiden.";3602;-17,33301014;;;;15,51850843;15,51850843
